url,AKA,Appeared in,BasicTraits,Gender,Hits,Japanese Name,┗ AfterAvalon le Fae,┗ Costume 1,┗ Costume 1 ~ 2,┗ Costume 1 ~ 3,┗ Costume 2,┗ Costume 3,┗ Default,┗ Except Paladin,┗ London Demon Pillar,┗ Paladin,┗ Sesshōin Kiara,┗ Stage 1,┗ Stage 1 / Costume 1,┗ Stage 1 ~ 2,┗ Stage 1 ~ 3,"┗ Stage 1, 3","┗ Stage 1, 3, Costume 1","┗ Stage 1, Costume 1",┗ Stage 1-2,┗ Stage 2,┗ Stage 2 ~ 3,┗ Stage 2 ~ 3 / Costume 1,┗ Stage 2-3,┗ Stage 3,┗ Stage 3 / Costume 1,┗ Stage 3 / Costume 3,┗ Super Aoko,┗Avalon le FaeNPC,┗Jekyll,┗S I NNPC,┗ShimosaNPC,┗TraumNPC,┗Yuga KshetraNPC
https://fategrandorder.fandom.com/wiki/EMIYA,"AKA:Also Known AsWrought Iron Hero(錬鉄の英霊,Rentetsu no Eirei??)Emiya Shirou(衛宮士郎,Emiya Shirō??),Nameless/No Name (無銘), Red Archer(赤のアーチャー), Red Bowman, Faker (フェイカー), Hero of Justice (正義の味方),EmiyaEmiyaNA Localization, Nomiya (飲み屋)",,"Costume-Owning,Fate/stay night Servant,Hominidae Servant,Humanoid,Loved One,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|33|11|55,エミヤ,,Summer Mode Servant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Gilgamesh,"AKA:Also Known AsKing of Heroes(英雄王,Eiyū-ō??), A U O",,"Divinity,Fate/stay night Servant,Hominidae Servant,Humanoid,King,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,55|55|55|88,ギルガメッシュ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Robin_Hood,"AKA:Also Known AsHunter of the Woods(森の狩人,Mori no Kariudo??), Green Archer",,"Costume-Owning,Fairy Tale Servant,Hominidae Servant,Humanoid,Loved One,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,33|22|11|33,ロビンフッド,,Summer Mode Servant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Atalanta,"AKA:Also Known AsHunter of Chastity(純潔の狩人,Junketsu no Kariudo??)Archer of Red,AtalanteAtalanteNA Localization",,"Animal Characteristics Servant,Argo-Related,Hominidae Servant,Humanoid,Moon,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,33|22|11|33,アタランテ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Euryale,AKA:Also Known AsThe Far-Flier,,"Costume-Owning,Divine Spirit,Divinity,Goddess Servant,Humanoid,Immune to Pigify,Non-Hominidae Servant,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,33|22|11|33,エウリュアレ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Arash,"AKA:Also Known AsArash Kamangir, Āraš-e Kamāngīr",,"Hominidae Servant,Humanoid,Loved One,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,33|22|11|33,アーラシュ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/C%C3%BA_Chulainn,"AKA:Also Known AsChild of Light(光の御子,Hikari no Miko??),Beast of Culann(クランの猛犬,Kuran no Mōken??), Hound of Ulster, Coo Hullan, Child of the Sun, Rogue Lancer",,"Divinity,Fate/stay night Servant,Hominidae Servant,Humanoid,Loved One,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|33,クー・フーリン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Elizabeth_B%C3%A1thory,"AKA:Also Known AsElizabethElizabethBattle Name,Elisabeth BáthoryElisabeth BáthoryNA Localization, Elizabeth Bathory, Blood Countess, Countess Dracula, Eli-Chan",,"Dragon,Elizabeth,Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,22|22|11|33,エリザベート・バートリー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Musashib%C5%8D_Benkei,"AKA:Also Known AsHitachibou Kaison(常陸坊海尊,Hitachibō Kaison??),BenkeiBenkeiBattle Name,Musashibou BenkeiMusashibou BenkeiNA Localization",,"Defender,Fairy Tale Servant,Genji,Hominidae Servant,Humanoid,Loved One,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|33,武蔵坊弁慶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/C%C3%BA_Chulainn_(Prototype),"AKA:Also Known AsProto Lancer,Cú ChulainnCú ChulainnBattle Name, Cu Chulainn (Prototype), Sétanta, Hound of Ulster, Coo Hullan (Prototype), Child of the Sun, Child of Light",,"Divinity,Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|33,クー・フーリン〔プロトタイプ〕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Leonidas_I,AKA:Also Known AsLeonidasLeonidasBattle Name,,"Defender,Hominidae Servant,Humanoid,King,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|33,レオニダス一世,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Romulus,"AKA:Also Known AsThe Divine Ancestor, King of Nation Building, Roma",,"Enuma Elish Nullification,Hominidae Servant,Humanoid,Immune to Pigify,King,Roman,Servant,Seven Knights Servant",Male,22|22|11|33,ロムルス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Medusa,"AKA:Also Known AsFemale Monster of Gorgon(ゴルゴーンの女怪,Gorugōn no Jokai??)",,"Costume-Owning,Divine Spirit,Divinity,Fate/stay night Servant,Humanoid,Non-Hominidae Servant,Riding,Serpent,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,22|33|11|33,メドゥーサ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Georgios,AKA:Also Known AsSaint George,,"Dragon Slayer,Hominidae Servant,Humanoid,Loved One,Riding,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|33,ゲオルギウス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Edward_Teach,"AKA:Also Known AsBlackbeard(黒髭,Kuro Hige??),TeachTeachBattle Name",,"Costume-Owning,Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|33|11|33,エドワード・ティーチ,,Summer Mode Servant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Boudica,AKA:Also Known AsQueen of Victory,,"Hominidae Servant,Humanoid,King,Riding,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,22|22|11|33,ブーディカ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Ushiwakamaru,AKA:Also Known AsMinamoto no Yoshitsune(源義経??),,"Costume-Owning,Fairy Tale Servant,Genji,Hominidae Servant,Humanoid,Loved One,Riding,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,22|22|11|33,牛若丸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Alexander,AKA:Also Known AsYoung Iskandar,,"Beautiful Boy,Child Servant,Divinity,Greek Mythology Male,Hominidae Servant,Humanoid,King,Riding,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|33,アレキサンダー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Marie_Antoinette,,,"Hominidae Servant,Humanoid,Riding,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,22|11|11|33,マリー・アントワネット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Martha,"AKA:Also Known AsSaint Martha, Dragon Rider",,"Divinity,Hominidae Servant,Humanoid,Riding,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,22|11|11|33,マルタ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Medea,"AKA:Also Known AsWitch of Betrayal(裏切りの魔女,Uragiri no Majo??)",,"Argo-Related,Fate/stay night Servant,Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,22|11|11|33,メディア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Gilles_de_Rais,"AKA:Also Known AsGillesGillesBattle Name,Holy Monster(聖なる怪物,Seinaru Kaibutsu??),Bluebeard, Demon Marshal",,"Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|11|11|33,ジル・ド・レェ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Hans_Christian_Andersen,AKA:Also Known AsAndersenAndersenBattle Name,,"Child Servant,Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|11|11|33,ハンス・クリスチャン・アンデルセン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/William_Shakespeare,"AKA:Also Known AsShakespeareShakespeareBattle Name,The Greatest Writer(偉大なる文豪,Idainaru Bungō??), Caster of Red",,"Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|11|11|33,ウィリアム・シェイクスピア,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Mephistopheles,,,"Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|33,メフィストフェレス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Wolfgang_Amadeus_Mozart,"AKA:Also Known AsAmadeusAmadeusBattle Name, Gottlieb",,"Enuma Elish Nullification,Hominidae Servant,Humanoid,Loved One,Servant,Seven Knights Servant",Male,22|11|11|33,ヴォルフガング・アマデウス・モーツァルト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Zhuge_Liang_(Lord_El-Melloi_II),"AKA:Also Known AsZhuge LiangZhuge LiangBattle Name,Waver Velvet(ウェイバー・ベルベット??), ""El-Melloi II"", Great Big Ben London☆Star, Shokatsu Kōmei, Zhuge Kongming",,"Hominidae Servant,Humanoid,Living Human,Loved One,Pseudo-Servant,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|11|11|33,諸葛孔明〔エルメロイⅡ世〕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/C%C3%BA_Chulainn_(Caster),"AKA:Also Known AsChild of Light(光の御子,Hikari no Miko??),Grímr the Sage(賢人グリム??),Odin's Proxy",,"Costume-Owning,Divinity,Hominidae Servant,Humanoid,Loved One,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|11|11|33,クー・フーリン,,Summer Mode Servant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Sasaki_Kojir%C5%8D,"AKA:Also Known AsNameless Master(無名の達人,Mumei no Tatsujin??),KojirōKojirōBattle Name, Nameless Samurai, Tsuda,Sasaki KojirouSasaki KojirouNA Localization, REGEND, Sasaki Ganryu, Savior of France",,"Fate/stay night Servant,Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|44,佐々木小次郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saber,,
https://fategrandorder.fandom.com/wiki/Hassan_of_the_Cursed_Arm,"AKA:Also Known AsAssassin of The White Skull(白髏の暗殺者,Hakurō no Asashin??)HassanHassanBattle Name, True Assassin, Hanam, Cursed Arm Hassan",,"Fate/stay night Servant,Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,33|22|11|33,呪腕のハサン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Stheno,,,"Divine Spirit,Divinity,Goddess Servant,Humanoid,Immune to Pigify,Non-Hominidae Servant,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,22|11|11|33,ステンノ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Jing_Ke,AKA:Also Known AsKeika,,"Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,22|22|11|33,荊軻,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Charles-Henri_Sanson,AKA:Also Known AsSansonSansonBattle Name,,"Costume-Owning,Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|33,シャルル＝アンリ・サンソン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Phantom_of_the_Opera,"AKA:Also Known AsPhantomPhantomBattle Name,Erik(エリック??),Berserker of Shinjuku(新宿のバーサーカー??), Angel of Music",,"Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|33|22|33,ファントム・オブ・ジ・オペラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Mata_Hari,"AKA:Also Known AsMargaretha Geertruida Zelle, The Girl Who Has Sunny Eyes",,"Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,22|11|11|33,マタ・ハリ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Carmilla,AKA:Also Known AsElizabeth Báthory,,"Elizabeth,Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,22|11|11|33,カーミラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Heracles,"AKA:Also Known AsThe Immortal Great Hero(不死身の大英雄,Fujimi no Dai Eiyū??), Hércules",,"Argo-Related,Divinity,Fate/stay night Servant,Greek Mythology Male,Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|33,ヘラクレス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Lancelot,"AKA:Also Known AsKnight of the Lake(湖の騎士,Mizu-umi no Kishi??), Black Knight, Mad Dog, Lord of Dolorous Gard",,"Hominidae Servant,Humanoid,Round Table Knight,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|33,ランスロット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Lu_Bu_Fengxian,"AKA:Also Known AsLu BuLu BuBattle Name, General of Repetition, Lü Bu Fengxian, Ryo Fu",,"Hominidae Servant,Humanoid,Mechanical,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|33,呂布奉先,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Spartacus,"AKA:Also Known AsGladiator of Thrace(トラキアの剣闘士,Torakia no Ken Tōshi??), Berserker of Red",,"Hominidae Servant,Humanoid,Roman,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|33,スパルタクス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Sakata_Kintoki,"AKA:Also Known AsKintarō(金太郎??),Kaidōmaru(怪童丸??),Shimenosuke(主馬佑??), Golden",,"Costume-Owning,Divinity,Fairy Tale Servant,Genji,Hominidae Servant,Humanoid,Loved One,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|33,坂田金時,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Vlad_III,"AKA:Also Known AsLord Impaler(串刺し公,Kushizashi Kō??), Lancer of Black, Vlad Ţepeş, Count Dracula",,"Defender,Hominidae Servant,Humanoid,King,Loved One,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|33,ヴラド三世,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Asterios,AKA:Also Known AsMinotaur,,"Animal Characteristics Servant,Child Servant,Demonic Beast Servant,Giant,Greek Mythology Male,Humanoid,Non-Hominidae Servant,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|33|11|33,アステリオス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Caligula,AKA:Also Known AsEmperor of Death,,"Hominidae Servant,Humanoid,King,Roman,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|33|11|33,カリギュラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Darius_III,,,"Giant,Hominidae Servant,Humanoid,King,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|33|11|33,ダレイオス三世,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Kiyohime,,,"Child Servant,Dragon,Hominidae Servant,Humanoid,Serpent,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,22|11|11|33,清姫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Eric_Bloodaxe,"AKA:Also Known AsEricEricBattle Name, Bloodaxe King, Eric Haraldsson",,"Hominidae Servant,Humanoid,King,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|33,エイリーク・ブラッドアクス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Tamamo_Cat,,,"Animal Characteristics Servant,Costume-Owning,Demonic Beast Servant,Humanoid,Non-Hominidae Servant,Servant,Seven Knights Servant,Weak to Enuma Elish,Wild Beast",Female,22|33|22|33,タマモキャット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Jeanne_d%27Arc,"AKA:Also Known AsHoly Maiden of Salvation(救国の聖女,Kyūkoku no Seijo??)JeanneJeanneBattle Name,Joan of Arc, Juana de Arco, La Pucelle d'Orléans, The Maiden of Orleans, St. Joan, Joanna d'arc, Johanna von Orléans",,"Artoria Face,Costume-Owning,Hominidae Servant,Humanoid,Servant,Weak to Enuma Elish",Female,22|22|11|33,ジャンヌ・ダルク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Orion,AKA:Also Known AsArtemis(アルテミス??),,"Greek Mythology Male,Hominidae Servant,Humanoid,Immune to Pigify,Levitating Servant,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,33|11|11|44,オリオン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Elizabeth_B%C3%A1thory_(Halloween),"AKA:Also Known AsElizabethElizabethBattle Name, Hallo-Eli,Elisabeth Báthory (Halloween)Elisabeth Báthory (Halloween)NA Localization",,"Dragon,Elizabeth,Hominidae Servant,Humanoid,Levitating Servant,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,22|11|11|44,エリザベート・バートリー〔ハロウィン〕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Tamamo_no_Mae,"AKA:Also Known AsFox Priestess of Peerless Beauty(絶世の美女巫女狐,Zessei no Bijo Miko-Gitsune??),Cas-ko(キャス狐??), Mizukume,Tamamo-no-MaeTamamo-no-MaeNA Localization",,"Animal Characteristics Servant,Demonic Beast Servant,Divine Spirit,Divinity,Goddess Servant,Humanoid,Non-Hominidae Servant,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,33|55|11|44,玉藻の前,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/David,,,"Hominidae Servant,Humanoid,King,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|33,ダビデ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Hector,"AKA:Also Known AsHektorHektorNA Localization, Hector of the Gleaming Helmet",,"Greek Mythology Male,Hominidae Servant,Humanoid,Riding,Servant,Seven Knights Servant,Weak to Enuma Elish",Male,22|22|11|33,ヘクトール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Francis_Drake,"AKA:Also Known AsVoyager of the Storm(嵐の航海者,Arashi no Kōkai-sha??)DrakeDrakeBattle Name, El Draque, King of Storms, King of Ghosts",,"Enuma Elish Nullification,Hominidae Servant,Humanoid,Riding,Servant,Seven Knights Servant",Female,66|44|22|44,フランシス・ドレイク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Anne_Bonny_%26_Mary_Read,"AKA:Also Known AsAnne & MaryAnne & MaryBattle Name,MaryMaryOld Battle Name",,"Group Servant,Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,22|22|11|33,アン・ボニー＆メアリー・リード,,,,,,,,,,,,,,,,,,,,,,,,Bunny Servant,,,,,,,,,
https://fategrandorder.fandom.com/wiki/Medea_(Lily),AKA:Also Known AsMedea LilyMedea LilyBattle Name,,"Argo-Related,Hominidae Servant,Humanoid,Servant,Seven Knights Servant,Weak to Enuma Elish",Female,44|44|33|55,メディア〔リリィ〕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
